"paragraph","error_message","polarity_class","polarity_score","emotion"
"ক্ষমতাশীলরা গণমানুষের আন্দোলন ঠেকাতে মরিয়া উঠেছে আওয়ামী লীগের লোকজন ফালতু কথা এগুলো এরাতো একদম ফালতু একথা প্রমাণিত সমাবেশে শত বাধা দিয়েও ব্যর্থ সমাবেশ সফল শাসনের নামে শোষণ পারবেনা সময়ের অপেক্ষায় এক দফা এক দাবী হাসিনা তুই যাবি",,"stronglyNegative",-0.9997718572616577,"{""neutral"":0.0007045633974485099,""happy"":0.0015320830279961228,""anger/disgust"":0.9955730438232422,""sadness"":0.026372790336608887,""surprise"":0.0016859559109434485,""fear"":0.0012716043274849653}"
"লীগ ক্ষমতায় থ্যাংকু ভেঙ্গে ফেলে দেবো",,"stronglyNegative",-0.9993584871292114,"{""neutral"":0.0006565849180333316,""happy"":0.0003277639043517411,""anger/disgust"":0.9985255599021912,""sadness"":0.004767885897308588,""surprise"":0.000628128123935312,""fear"":0.00028497239691205323}"
"চট্টগ্রাম তোদের বাপের আন্দোলন প্রোত্যক দলের অধিকার জনজীবনে ক্ষতি",,"stronglyNegative",-0.9998884439468384,"{""neutral"":0.00030203149071894586,""happy"":0.00029032162274233997,""anger/disgust"":0.9986169338226318,""sadness"":0.007701016031205654,""surprise"":0.0006158315809443593,""fear"":0.00017625524196773767}"
"প্রশাসন আম্বামিলিগ দুধের শিশু",,"weaklyNegative",-0.5872795581817627,"{""neutral"":0.05538210645318031,""happy"":0.06456336379051208,""anger/disgust"":0.7074697017669678,""sadness"":0.198629692196846,""surprise"":0.07419881969690323,""fear"":0.042209528386592865}"
"আলহামদুলিল্লাহ্ দেশ ভালো",,"stronglyPositive",0.9991356134414674,"{""neutral"":0.0007927019032649696,""happy"":0.9990559220314026,""anger/disgust"":0.00046120781917124987,""sadness"":0.0006968542584218085,""surprise"":0.0013766518095508218,""fear"":0.00005297829193295911}"
"লাঠি লাঠি লাঠি ছাই",,"stronglyNegative",-0.918520736694336,"{""neutral"":0.04979496821761131,""happy"":0.0069785043597221375,""anger/disgust"":0.9421985745429993,""sadness"":0.004041120409965515,""surprise"":0.005148271098732948,""fear"":0.00045040727127343416}"
"আওয়ামীলীগ নেতা কর্মীরা বিএনপির তে যোগদেয়া ছে",,"weaklyNegative",-0.5997962951660156,"{""neutral"":0.25933128595352173,""happy"":0.004069333430379629,""anger/disgust"":0.7184695601463318,""sadness"":0.0699247419834137,""surprise"":0.03134592995047569,""fear"":0.017798803746700287}"
"সফল স্বৈরাচার নিপাত যাক গণতন্ত্র মুক্তি পাক",,"stronglyPositive",0.9995711565017702,"{""neutral"":0.12740904092788696,""happy"":0.09529992938041687,""anger/disgust"":0.6799338459968567,""sadness"":0.04598765820264816,""surprise"":0.0038667547050863504,""fear"":0.0037411970552057028}"
"মানুষ দাত ভাঙ্গা জবাব দেওয়ার",,"stronglyNegative",-0.9996403217315674,"{""neutral"":0.014873482286930084,""happy"":0.011087782680988312,""anger/disgust"":0.9341415762901306,""sadness"":0.06842190772294998,""surprise"":0.008129429072141647,""fear"":0.007081126794219017}"
"কুওা পালানের জায়গা পাবি",,"weaklyNegative",-0.5998486518859862,"{""neutral"":0.036116063594818115,""happy"":0.0014691202668473125,""anger/disgust"":0.9239906668663025,""sadness"":0.04379650950431824,""surprise"":0.00537379365414381,""fear"":0.0043678428046405315}"
"বিএনপির সফল ইনশাআল্লাহ সুষ্ঠু নির্বাচন বিএনপি আসবে",,"stronglyPositive",0.9999505043029786,"{""neutral"":0.04515733942389488,""happy"":0.9386982321739197,""anger/disgust"":0.028707310557365417,""sadness"":0.003979537636041641,""surprise"":0.001906672609038651,""fear"":0.000698828836902976}"
"ভোট চোরদের নেতা",,"stronglyNegative",-0.9999252080917358,"{""neutral"":0.0007964976830407977,""happy"":0.00029617504333145916,""anger/disgust"":0.9986016154289246,""sadness"":0.0034570503048598766,""surprise"":0.0009824538137763739,""fear"":0.00013449783727992326}"
"দামরালীগের শেশ খালেদাজিয়ার বাংলাদেশ",,"stronglyNegative",-0.999731969833374,"{""neutral"":0.0001945601252373308,""happy"":0.00034775666426867247,""anger/disgust"":0.9994269609451294,""sadness"":0.002791160251945257,""surprise"":0.00039397875661961734,""fear"":0.00004872680437983945}"
"চট্টগ্রাম যেভাবে জিয়াউর রহমানের ঘোষণায় দেশ স্বাধীন হয়েছিলো ইনশাল্লাহ আশা এবারো চট্টগ্রাম মাফিয়া সরকারের পতনের ডাক আসবে",,"stronglyPositive",0.9920907020568849,"{""neutral"":0.018473846837878227,""happy"":0.0892568901181221,""anger/disgust"":0.9514901041984558,""sadness"":0.020605167374014854,""surprise"":0.0032960937824100256,""fear"":0.0009768267627805471}"
"খেলা থেমে থাকার খেলা জয় হবেই",,"weaklyPositive",0.5999053239822388,"{""neutral"":0.03127465397119522,""happy"":0.9405746459960938,""anger/disgust"":0.06107627972960472,""sadness"":0.019042253494262695,""surprise"":0.013529418036341667,""fear"":0.0028492198325693607}"
"বিএনপির মিটিংয়ে সরকারের গায়ে জালা বেরে উটে",,"stronglyNegative",-0.9969439268112182,"{""neutral"":0.0036350504960864782,""happy"":0.0019167946884408593,""anger/disgust"":0.9660949110984802,""sadness"":0.05686993896961212,""surprise"":0.005206943955272436,""fear"":0.014233133755624294}"
"বিএনপি এগিয়ে চলো আছি পাশে",,"weaklyPositive",0.5817383289337159,"{""neutral"":0.07606733590364456,""happy"":0.9330757856369019,""anger/disgust"":0.006966968532651663,""sadness"":0.0009820967679843307,""surprise"":0.0012322922702878714,""fear"":0.00023698927543591708}"
"ভোট চোরদের পতন চাই",,"stronglyPositive",0.9458204746246339,"{""neutral"":0.00045774815953336656,""happy"":0.0006981172482483089,""anger/disgust"":0.9980393052101135,""sadness"":0.006423380691558123,""surprise"":0.00039776632911525667,""fear"":0.00019944690575357527}"
"কাম নানে যেতেই",,"neutral",-0.19993882179260256,"{""neutral"":0.5973781943321228,""happy"":0.03845725208520889,""anger/disgust"":0.16467081010341644,""sadness"":0.10240776836872101,""surprise"":0.08033757656812668,""fear"":0.010810312815010548}"
"বিএনপি খেলে খেলা এগুলো",,"weaklyNegative",-0.5998535633087159,"{""neutral"":0.004340836312621832,""happy"":0.0004445521626621485,""anger/disgust"":0.9916725754737854,""sadness"":0.007900247350335121,""surprise"":0.0020634522661566734,""fear"":0.0003097443550359458}"
"আজম নাসির২৮টা খুনের মামলার আসামি হয়েও কেমনে মেয়র বুঝিনা",,"stronglyNegative",-0.9999523162841797,"{""neutral"":0.01804375648498535,""happy"":0.002357467310503125,""anger/disgust"":0.6202095150947571,""sadness"":0.036015599966049194,""surprise"":0.6803279519081116,""fear"":0.010526841506361961}"
"ঘর সামলাতে বিএনপির কথা সাবেক ছাএলীগ নেতা ফাকার আলী",,"weaklyNegative",-0.5264551162719726,"{""neutral"":0.9091365337371826,""happy"":0.004262211732566357,""anger/disgust"":0.1414206176996231,""sadness"":0.007129383273422718,""surprise"":0.01014881394803524,""fear"":0.0020276466384530067}"
"সবাই এক থাকূন ৷ ধন্যবাদ",,"weaklyPositive",0.599765968322754,"{""neutral"":0.0028326588217169046,""happy"":0.9975826740264893,""anger/disgust"":0.0010041689965873957,""sadness"":0.0006644954555667937,""surprise"":0.0008430683519691229,""fear"":0.0001145194037235342}"
"বিএনপির জনসভা সফল হউক খেলা রাজপথে",,"weaklyNegative",-0.5893160820007324,"{""neutral"":0.3763742446899414,""happy"":0.06944045424461365,""anger/disgust"":0.5491902232170105,""sadness"":0.01311892457306385,""surprise"":0.0032625114545226097,""fear"":0.0022213526535779238}"
"ইনশাআল্লাহ্ খেলা মাঠে এবারের",,"weaklyPositive",0.599542284011841,"{""neutral"":0.029105210676789284,""happy"":0.9761697053909302,""anger/disgust"":0.0015674245078116655,""sadness"":0.0007068011909723282,""surprise"":0.0009165420779027045,""fear"":0.00021486457262653857}"
"এবারের চট্টগ্রাম বাসী সবাই সাথে",,"weaklyPositive",0.5998975038528443,"{""neutral"":0.4683193862438202,""happy"":0.7077505588531494,""anger/disgust"":0.006978613790124655,""sadness"":0.0018526819767430425,""surprise"":0.00102884485386312,""fear"":0.0006181266508065164}"
"তোর মায়েরে চ রে",,"weaklyPositive",0.40491940975189217,"{""neutral"":0.05519762262701988,""happy"":0.0015774867497384548,""anger/disgust"":0.07799939811229706,""sadness"":0.7150537967681885,""surprise"":0.016798974946141243,""fear"":0.03266749903559685}"
"আঘাত আসবে সেখানেই প্রতিঘাত করবা রাখবা প্রতিটা আওয়ামী দুঃশাসন মুক্ত ছাড়ব ইনশাআল্লাহ",,"stronglyPositive",0.9812966346740724,"{""neutral"":0.0015361601253971457,""happy"":0.0032095739152282476,""anger/disgust"":0.9963598847389221,""sadness"":0.0045868693850934505,""surprise"":0.0006925188936293125,""fear"":0.00024679151829332113}"
"বিএনপি কর্মীরাও চাই আওয়ামীলীগ রাজপথে আসো পুলিশবাহিনী আওয়ামী লীগ আসুক রাজপথে দেখি দম বিয়ের প্রস্তুত আছি",,"stronglyNegative",-0.9993524551391602,"{""neutral"":0.002602052642032504,""happy"":0.0017882244428619742,""anger/disgust"":0.9939296245574951,""sadness"":0.006717183627188206,""surprise"":0.002010944066569209,""fear"":0.0009894156828522682}"
"আউমিলীগের বিখারী",,"neutral",-0.19793915748596191,"{""neutral"":0.0054755862802267075,""happy"":0.004539386369287968,""anger/disgust"":0.9787942171096802,""sadness"":0.030751321464776993,""surprise"":0.003962603397667408,""fear"":0.002846923191100359}"
"গণতন্ত্রের ভাষায় কথা বলতেছেন বাকশালের ভাষায় কথা বলতেছেন জানাবেন",,"weaklyNegative",-0.5988929510116576,"{""neutral"":0.003011624561622739,""happy"":0.0012264029355719686,""anger/disgust"":0.9917486906051636,""sadness"":0.012035452760756016,""surprise"":0.002568831667304039,""fear"":0.0003997274034190923}"
"আমারা আছি আপনাদে সাথে রৌমারি",,"weaklyPositive",0.5584283590316773,"{""neutral"":0.16483505070209503,""happy"":0.9152746200561523,""anger/disgust"":0.001951801823452115,""sadness"":0.001251760870218277,""surprise"":0.0008175720577128232,""fear"":0.00043823564192280173}"
"এন পাস ইনশাআল্লাহ",,"weaklyPositive",0.5896950483322144,"{""neutral"":0.005266474559903145,""happy"":0.9949337840080261,""anger/disgust"":0.001102075562812388,""sadness"":0.0007396613946184516,""surprise"":0.002529802965000272,""fear"":0.00021129203378222883}"
"আওয়ামীলীগর গজব পড়বে ইনশাআল্লাহ তোমরা জালেম সত্যরে মিথ্যা মিথ্যা রে সত্যো বানাও আল্লাহ পাক মহান দেশের চোরের আল্লার গজব পড়বে",,"stronglyNegative",-0.998857569694519,"{""neutral"":0.0021890189964324236,""happy"":0.005682659801095724,""anger/disgust"":0.9876666069030762,""sadness"":0.033232543617486954,""surprise"":0.002525129122659564,""fear"":0.004346905741840601}"
"জিয়ার সৈনিক এক হও এক হও",,"stronglyPositive",0.9997164726257326,"{""neutral"":0.33651164174079895,""happy"":0.40691202878952026,""anger/disgust"":0.14947044849395752,""sadness"":0.029749328270554543,""surprise"":0.007746302988380194,""fear"":0.012373430654406548}"
"হাসাও মাহমুদ চট্রগ্রামের কলংক",,"stronglyNegative",-0.999509310722351,"{""neutral"":0.010503146797418594,""happy"":0.3366079330444336,""anger/disgust"":0.8688940405845642,""sadness"":0.02043723501265049,""surprise"":0.01273229531943798,""fear"":0.0012163647916167974}"
"একটা জেলার ঢল শয্য ক্ষমতা আওয়ামী",,"stronglyNegative",-0.9986384153366089,"{""neutral"":0.001998060615733266,""happy"":0.0006838701665401459,""anger/disgust"":0.9929758310317993,""sadness"":0.011953267268836498,""surprise"":0.0040416172705590725,""fear"":0.0009973024716600776}"
"তোমাদের সাথে সরকারের পতন নিশ্চিত",,"stronglyNegative",-0.9998571872711182,"{""neutral"":0.001914838096126914,""happy"":0.0021674383897334337,""anger/disgust"":0.9896883368492126,""sadness"":0.01753743551671505,""surprise"":0.001603835728019476,""fear"":0.004559908527880907}"
"চট্টগ্রাম স্বাধীনতার ঘোষণা দিয়েছিলেন শহীদ প্রেসিডেন্ট জিয়াউর রহমান চট্টগ্রাম বিভাগীয় গন মহাসমাবেশ সরকারের পতন ইনশাআল্লাহ",,"stronglyPositive",0.9996607780456543,"{""neutral"":0.016771219670772552,""happy"":0.01611052267253399,""anger/disgust"":0.9754568338394165,""sadness"":0.008116758428514004,""surprise"":0.002398937940597534,""fear"":0.0008850292069837451}"
"দিয়ে বিএনপিকে ধমিয়ে যাবেনা অত্যাচারের সিমা ছাড়িয়ে",,"stronglyNegative",-0.9999136209487915,"{""neutral"":0.0027637239545583725,""happy"":0.0014528828905895352,""anger/disgust"":0.9748005270957947,""sadness"":0.05470721796154976,""surprise"":0.0033611867111176252,""fear"":0.005468276329338551}"
"হিজাব পড়ে সংবাদ পাঠ ভালো লাগলো শুভ কামনা রইলো সংবাদ পাঠিকার",,"weaklyPositive",0.59447340965271,"{""neutral"":0.000209061021450907,""happy"":0.9997333884239197,""anger/disgust"":0.00025117385666817427,""sadness"":0.00022339845600072294,""surprise"":0.0008272710838355124,""fear"":0.00001789831367204897}"
"আওয়ামীলিগ বিএনপি দেশটারে পাইছে দেশটা বাপ দাদার বিটা",,"stronglyNegative",-0.99992835521698,"{""neutral"":0.0002664854982867837,""happy"":0.00022645553690381348,""anger/disgust"":0.9990725517272949,""sadness"":0.004653961397707462,""surprise"":0.0005209287628531456,""fear"":0.00010285378084518015}"
"মাথায় কাপড় দিয়ে সংবাদ পড়ার আপনাকে অসংখ্য ধন্যবাদ",,"stronglyPositive",0.9999459266662598,"{""neutral"":0.00046155593008734286,""happy"":0.9992368221282959,""anger/disgust"":0.0005222397739998996,""sadness"":0.00015659276687074453,""surprise"":0.0002899407409131527,""fear"":0.000010800077689054888}"
"চট্টগ্রাম স্বাধীনতার ঘোষণা দিয়েছিলেন শহীদ প্রেসিডেন্ট জিয়াউর রহমান চট্টগ্রাম বিভাগীয় গন মহাসমাবেশ সরকারের পতন ইনশাআল্লাহ",,"stronglyPositive",0.9996607780456543,"{""neutral"":0.016771219670772552,""happy"":0.01611052267253399,""anger/disgust"":0.9754568338394165,""sadness"":0.008116758428514004,""surprise"":0.002398937940597534,""fear"":0.0008850292069837451}"
"ভিডিওটা পারলে শামিম ওসমানকে দেখান",,"neutral",-0.199950110912323,"{""neutral"":0.962074875831604,""happy"":0.0035900871735066175,""anger/disgust"":0.05135921388864517,""sadness"":0.0013840305618941784,""surprise"":0.001253230613656342,""fear"":0.0003790960763581097}"
"হিজাব সংবাদ পাঠ করতেছে আপনাকে সালাম জানাই আপু তোমাকে",,"stronglyPositive",0.999827265739441,"{""neutral"":0.05513887479901314,""happy"":0.9589596390724182,""anger/disgust"":0.0025977399200201035,""sadness"":0.0024849441833794117,""surprise"":0.0018236248288303614,""fear"":0.0004305661132093519}"
"হিজাব পড়ায় আপাকে খুবই সুন্দর লাগছে আপার দোয়া শুভকামনা",,"stronglyPositive",0.9999613761901857,"{""neutral"":0.00010920919157797471,""happy"":0.9998154044151306,""anger/disgust"":0.0001037108086165972,""sadness"":0.00020618563576135784,""surprise"":0.0008035305654630065,""fear"":0.000012014368621748872}"
"আওয়ামী লীগের নেতারা বলতেছে ৫ ১০ লোক সমাগম হয়েছে সমাবেশ হয়েছে আপনারা বলতেছেন জনসমুদ্র হয়েছে",,"weaklyNegative",-0.5969607353210449,"{""neutral"":0.023782752454280853,""happy"":0.0025346518959850073,""anger/disgust"":0.9236485958099365,""sadness"":0.032675884664058685,""surprise"":0.10526327043771744,""fear"":0.018076859414577484}"
"হাছান মাহমুদ সামিম কাদের অন্ধ",,"weaklyNegative",-0.5994100809097289,"{""neutral"":0.031150924041867256,""happy"":0.006585621275007725,""anger/disgust"":0.8752137422561646,""sadness"":0.1458665281534195,""surprise"":0.008441567420959473,""fear"":0.00809731800109148}"
"এক সমাবেশেই আওয়ামী লীগের বুকে কম্পন ইনশাআল্লাহ আরো ভালো কিছুর অপেক্ষায় জয় আমাদেরই",,"stronglyPositive",0.9987046957015993,"{""neutral"":0.07855860143899918,""happy"":0.8294416069984436,""anger/disgust"":0.1369948834180832,""sadness"":0.0797339603304863,""surprise"":0.0216660238802433,""fear"":0.015902360901236534}"
"হিজাব পড়ে সংবাদ পাঠ ভালো লাগলো শুভ কামনা রইলো সংবাদ পাঠিকার",,"weaklyPositive",0.59447340965271,"{""neutral"":0.000209061021450907,""happy"":0.9997333884239197,""anger/disgust"":0.00025117385666817427,""sadness"":0.00022339845600072294,""surprise"":0.0008272710838355124,""fear"":0.00001789831367204897}"
"একটু জোরে বলবেন আপু আওয়ামী জনগণকেই পাই নি",,"weaklyNegative",-0.5998644351959228,"{""neutral"":0.0013310277136042714,""happy"":0.0004886292153969407,""anger/disgust"":0.9957116842269897,""sadness"":0.009408864192664623,""surprise"":0.0009872876107692719,""fear"":0.0004349054943304509}"
"বান টোনা কুফরি বিয়ে বন্দ নিসন্তানমনের মানুষ অবাধ্য পারিবারিক সম্সাআরো সম্সার সমাধান তান্ত্রিক সরৎ আকবর",,"stronglyNegative",-0.9998413801193238,"{""neutral"":0.14545978605747223,""happy"":0.06051545590162277,""anger/disgust"":0.7404266595840454,""sadness"":0.16123218834400177,""surprise"":0.029473228380084038,""fear"":0.03226524591445923}"
"বাংলাদেশর মহিলা মাথায় হিজাব পড়ে সংবাদ পাঠ করতেচে",,"neutral",-0.19939966201782228,"{""neutral"":0.6548019051551819,""happy"":0.004270782694220543,""anger/disgust"":0.08635922521352768,""sadness"":0.012337902560830116,""surprise"":0.28940051794052124,""fear"":0.018394112586975098}"
"বছর সংবাদ পাঠিকা হিজাব পড়ে খবর পড়তে দেখলাম ধন্যবাদ আপু সাথে বাংলাভিশন কেও ধন্যবাদ",,"weaklyPositive",0.5997071504592897,"{""neutral"":0.00045085418969392776,""happy"":0.9994598031044006,""anger/disgust"":0.00026780765620060265,""sadness"":0.00026184707530774176,""surprise"":0.0011008584406226873,""fear"":0.000032199885026784614}"
"বাধা আসবে লড়াই",,"weaklyNegative",-0.5982995271682738,"{""neutral"":0.2800523042678833,""happy"":0.014265269041061401,""anger/disgust"":0.2674999237060547,""sadness"":0.2930321991443634,""surprise"":0.03129316493868828,""fear"":0.14126986265182495}"
"দাবি একটাই ভোট চোর সরকারের পতন চাই",,"stronglyPositive",0.9489695310592652,"{""neutral"":0.00030459935078397393,""happy"":0.0002356814657105133,""anger/disgust"":0.9993058443069458,""sadness"":0.0030278379563242197,""surprise"":0.0004203213029541075,""fear"":0.00007505300163757056}"
"গণতন্ত্রের রুপকার প্রেসিডেন্ট জিয়াউর রহমানের স্মরণে ক্ষুদ্রতম উপহার নিবেদিতো লেখা কবিতাদলমত নির্বিশেষে সকলে পড়ুন স বিতা শিরোনামঃ শহীদ জিয়া রচনায়ঃ সৈয়দ ইসমাইল হোসেন জনিদেশ দরদী নেতা ছিলেনজিয়াউর রহমান গণতন্ত্রের মানসপুত্রগাই গুণগান বহুদলীয় গণতন্ত্রের জনক হলেন মহান নীতির কাছেসকল বাঙালি ঋণী স্বাধীনতার ঘোষণা দিয়েমুক্তিযুদ্ধ সীমাহীন পরিশ্রম করেএই দেশ গড়েছেন বীর উত্তম শহীদ জিয়ানিজে খাল কেটেছেন দেশের উন্নয়নের জন্যআজীবন খেটেছেন শহীদ জিয়ার অবদানকখনো হবেনা ম্লান বিপথগামী সৈনিককেড়ে নিছে প্রাণ আদর্শ নেতারজগতে তুলনা বাংলার জনগণ তাকেহৃদয়ে দিছেন ঠাঁই গড়েছিলেন দলতার নাম এন আদর্শ দলকেদেশবাসী ভোলেন নি ধানের শীষ প্রতীক নিয়েস্ব গৌরবে টিকে আবালবৃদ্ধবনিতা মিলেমনে রাখছে স্মৃতিকে ভালোবাসোদাও প্রতিদান খালেদাজিয়ার পাশে আসোভুলে অভিমান স্বাধীনতার ঘোষক জিয়ানাই তুলনা সবুজ দেশ গড়তে হলেতার আদর্শ ভুলনা জনি প্রতিক্ষণে বেঁচে স্বপ্ন নিয়া প্রতিটি জনগণের মনেজাগ্রত শহীদ জিয়া রচনাকাল ২০ ১১ ২০১১ ইং০১৭১৮১৬৩৫৫১ ইমু একসাথে",,"stronglyPositive",0.9998748779296875,"{""neutral"":0.05633005499839783,""happy"":0.7096316814422607,""anger/disgust"":0.421376496553421,""sadness"":0.28464990854263306,""surprise"":0.05644189193844795,""fear"":0.05620134249329567}"
"হাজারো নাস্তিক মহিলা আপনাকে হেদায়েতের পথে আসবে যেগুলা পোশাক আন্দোলন আপনাকে শিখতে পারবে পেশাকে আল্লাহতালা কবুল নিন নাক হায়াত দান করুন",,"stronglyPositive",0.9892953872680665,"{""neutral"":0.10170082747936249,""happy"":0.4356933534145355,""anger/disgust"":0.5392052531242371,""sadness"":0.10722686350345612,""surprise"":0.04526906460523605,""fear"":0.025086604058742523}"
"রিপোর্টার বলতাছে মানুষের গন জোয়ার হয়েছে সামিম উসমানইন্নায় বলতাছে মাএ ১৫ লোক হইবো কার কথা বিস্বাস করুম আম জনতা",,"stronglyNegative",-0.9998257398605347,"{""neutral"":0.03779606521129608,""happy"":0.022375231608748436,""anger/disgust"":0.8273493051528931,""sadness"":0.1917628049850464,""surprise"":0.052535489201545715,""fear"":0.0967629998922348}"
"সরকার জনগণের জনগণের থাকার কথা",,"weaklyPositive",0.5931613206863404,"{""neutral"":0.06022459641098976,""happy"":0.005328695755451918,""anger/disgust"":0.9102765321731567,""sadness"":0.032009296119213104,""surprise"":0.004219396971166134,""fear"":0.0014569528866559267}"
"লিল্লাহি তাকবীর আল্লাহু আকবার মুসলমানের স্লোগান মুনাফিকরা ভয় পাবেই",,"weaklyPositive",0.5953724384307862,"{""neutral"":0.10491512715816498,""happy"":0.23132915794849396,""anger/disgust"":0.016618220135569572,""sadness"":0.026036642491817474,""surprise"":0.027461674064397812,""fear"":0.650585412979126}"
"আপুকে ধন্যবাদ হিজাব পারার কারণে",,"stronglyPositive",0.9949842214584352,"{""neutral"":0.00048200864694081247,""happy"":0.9993410706520081,""anger/disgust"":0.0002096492680720985,""sadness"":0.00013175334606785327,""surprise"":0.00033787809661589563,""fear"":0.000011978787370026112}"
"হিজাব পড়ে সংবাদ পাঠ আপনাকে ধন্যবাদ আপা দোয়া শুভকামনা রইলো",,"stronglyPositive",0.9999369144439698,"{""neutral"":0.000698892108630389,""happy"":0.9993085861206055,""anger/disgust"":0.00014637754065915942,""sadness"":0.00010791621025418863,""surprise"":0.0005804725224152207,""fear"":0.000019422959667281248}"
"আপনাকে ধন্যবাদ হিজাব পরাজন ছাই সবাই হিজাব সংবাদ বলোক সালাম আদর্শ",,"stronglyPositive",0.9998543739318848,"{""neutral"":0.00845155119895935,""happy"":0.9876250624656677,""anger/disgust"":0.008275640197098255,""sadness"":0.0027245432138442993,""surprise"":0.0012464681640267372,""fear"":0.00039144427864812315}"
"চোর আওমিলীগ ইতিহাসে ত্রমন চোরি ত্রখন পেয়ে মানুষের খাবার চোরি যায় দেখবো ত্রই খেলা সময় ত্রসে পরেছে ত্রন দেখাবে চোর বন্ধি ত্রবং সারাজীবন অন্ধকারে পেলে ইনশাআল্লাহ",,"stronglyNegative",-0.9998286008834839,"{""neutral"":0.005252379458397627,""happy"":0.020649923011660576,""anger/disgust"":0.9454478621482849,""sadness"":0.1543770581483841,""surprise"":0.005969684105366468,""fear"":0.01961573027074337}"
"৪ মাইকিং ছাড়া বাকি সবাই এসেছে",,"neutral",-0.19883893728256227,"{""neutral"":0.5744385123252869,""happy"":0.1145867258310318,""anger/disgust"":0.0777079313993454,""sadness"":0.04284371808171272,""surprise"":0.2241855263710022,""fear"":0.02743777260184288}"
"সবাই মত সংবাদ উপস্থাপন করতো সবাইকে এরকম ভালো লাগতো",,"weaklyPositive",0.438751244544983,"{""neutral"":0.00006829711492173374,""happy"":0.9998295307159424,""anger/disgust"":0.00020315714937169105,""sadness"":0.00018764598644338548,""surprise"":0.000947226770222187,""fear"":0.000008521255040250253}"
"বলছেন জনসমুদ্র অন্যরাও কথা বলছে নির্লজ্জ হাসাও মাহমুদ বলছেন ফ্লপ সমাবেশ",,"stronglyNegative",-0.9996909618377685,"{""neutral"":0.0008997833356261253,""happy"":0.0007866416708566248,""anger/disgust"":0.9973551034927368,""sadness"":0.004073958843946457,""surprise"":0.0021745285484939814,""fear"":0.0001443773799110204}"
"চট্টগ্রাম স্বাধীনতার ঘোষণা দিয়েছিলেন শহীদ প্রেসিডেন্ট জিয়াউর রহমান চট্টগ্রাম বিভাগীয় গন মহাসমাবেশ সরকারের পতন ইনশাআল্লাহ",,"stronglyPositive",0.9996607780456543,"{""neutral"":0.016771219670772552,""happy"":0.01611052267253399,""anger/disgust"":0.9754568338394165,""sadness"":0.008116758428514004,""surprise"":0.002398937940597534,""fear"":0.0008850292069837451}"
"বাংলাভিশনের সংবাদ কর্মি আপুকে সেলুট জানাই কারন পর্দা সহকারে উপাস্তাপনা",,"stronglyPositive",0.9997366666793824,"{""neutral"":0.010575826279819012,""happy"":0.9910098314285278,""anger/disgust"":0.002805100055411458,""sadness"":0.0009809195762500167,""surprise"":0.0005284728249534965,""fear"":0.0001332355459453538}"
"মা জিয়া মুওি চাই",,"weaklyPositive",0.5883905649185182,"{""neutral"":0.0018631916027516127,""happy"":0.0011887928703799844,""anger/disgust"":0.9924193024635315,""sadness"":0.014055351726710796,""surprise"":0.0010085409739986062,""fear"":0.0007041317876428366}"
"বাংলাভিশন ধন্যবাদ জানাই নারী সংবাদ পাঠিকাকে হেজাব পোরে সংবাদ পাঠ দেওয়ায়",,"weaklyPositive",0.5990272760391236,"{""neutral"":0.03606254607439041,""happy"":0.8700151443481445,""anger/disgust"":0.254592627286911,""sadness"":0.026191471144557,""surprise"":0.010128824040293694,""fear"":0.0031343605369329453}"
"হিজাব পড়ে সংবাদ পাঠকরে মন জয় বাংলার সকল মুসলিম মোমেন মুসলিমের মন ভালো লাগলো শুভ কামনা রইলো সংবাদ পাঠিকার",,"stronglyPositive",0.9998371362686158,"{""neutral"":0.0008506374433636665,""happy"":0.9988970756530762,""anger/disgust"":0.001088700140826404,""sadness"":0.000751693092752248,""surprise"":0.0035955889616161585,""fear"":0.0001128079165937379}"
"আহ হিজাব নারীকে কতটা সুন্দর জলন্ত প্রমান সালাম রইলো ভোন",,"stronglyPositive",0.9999585151672364,"{""neutral"":0.0011000034864991903,""happy"":0.9968816041946411,""anger/disgust"":0.0011541277635842562,""sadness"":0.0003695432678796351,""surprise"":0.013205704279243946,""fear"":0.00009613376460038126}"
"খালেদা জিয়া এগিয়ে যাও",,"weaklyPositive",0.5999296426773072,"{""neutral"":0.20420992374420166,""happy"":0.7359101176261902,""anger/disgust"":0.0669335275888443,""sadness"":0.010181443765759468,""surprise"":0.003461302723735571,""fear"":0.0021714328322559595}"
"সংবাদ পাঠ আছেন হাজারো সালাম আপাহিজাব সংবাদ পাঠ আপনাকে হাজারো সালাম জানাই",,"stronglyPositive",0.9999605178833009,"{""neutral"":0.0037887226790189743,""happy"":0.9955316781997681,""anger/disgust"":0.0007878325995989144,""sadness"":0.00030780673841945827,""surprise"":0.0003211185976397246,""fear"":0.00004959605939802714}"
"আওয়ামী লীগ সরকারের শেষ সংসদের পেঁয়াজের তেল দ্বন্দ্ব",,"stronglyNegative",-0.8400407314300538,"{""neutral"":0.007577273994684219,""happy"":0.0017923436826094985,""anger/disgust"":0.9653240442276001,""sadness"":0.06374131143093109,""surprise"":0.006009429227560759,""fear"":0.001947580138221383}"
